대학,언론사,기사 제목,기사 요약,발행시각,언론사 링크,네이버 링크
연세대학교,연합뉴스,[추석 밖 청년] ① 낮엔 도서관 밤엔 찜질방…몸 누일 곳 없는 청춘,아름다운재단이 송아영 연세대 사회복지학과 교수 연구팀에 의뢰해 재단 지원을 받는 만 18∼34세 노숙위기 청년 187명을 조사한 결과 73%가 한 달 소득이 100만원 이하로 나타났다. 응답자들의 주요 지출 항목은 식비(37.4...,2026-09-24 07:00,https://www.yna.co.kr/view/AKR20260923110600004?input=1195m,https://n.news.naver.com/mnews/article/001/0016334237?sid=102
고려대학교,뉴스핌,"[핌in수원] 이틀 연속 홈런포 NC 천재환, 연패탈출 공신 '우뚝'…주전까...",[사진=NC 다이노스] 2026.09.23 willowdy@newspim.com 1994년생인 천재환은 고려대 졸업 후 2017년에 NC 육성선수로 프로에 입단했다. 이후 한 차례 방출의 아픔도 겪었던 천재환은 지난 2022시즌 1군 데뷔 후 백업으로...,2026-09-24 06:43,https://www.newspim.com/news/view/20260923001129,https://www.newspim.com/news/view/20260923001129
고려대학교,파이낸셜뉴스,노화 줄기세포 '회춘'…5분 물리자극으로 기능 되살려 [언박싱 연구실],대학 연구실에서는 지금 이 순간에도 우리 삶을 바꿀 놀라운 발견들이 쏟아지고 있습니다. 다만 '논문'이라는... 건국대학교 조쌍구 교수와 고려대학교 정아람 교수 공동연구팀이 약물이나 유전자 조작 없이 물리적인...,2026-09-24 06:31,https://www.fnnews.com/news/202609231425418704,https://n.news.naver.com/mnews/article/014/0005580580?sid=105
고려대학교,ABCN,설희관 대기자(大記者)를 보내며,"[조광권 필자는 고려대 법학과 학사, 연세대 도시행정학 석사, 한국학중앙연구원 정치학 박사이다. 1973년 행정고등고시 합격 이후 서대문구청장, 서울시 보사환경국장, 교통국장, 공보관 등을 역임했다. 청계천 복원 사업 때...",2026-09-24 06:30,https://www.abcn.kr/news/articleView.html?idxno=92310,https://www.abcn.kr/news/articleView.html?idxno=92310
연세대학교,ABCN,설희관 대기자(大記者)를 보내며,"[조광권 필자는 고려대 법학과 학사, 연세대 도시행정학 석사, 한국학중앙연구원 정치학 박사이다. 1973년 행정고등고시 합격 이후 서대문구청장, 서울시 보사환경국장, 교통국장, 공보관 등을 역임했다. 청계천 복원 사업 때...",2026-09-24 06:30,https://www.abcn.kr/news/articleView.html?idxno=92310,https://www.abcn.kr/news/articleView.html?idxno=92310
서울대학교,스포츠조선,"'깜짝 은메달' 박지희, 'MZ'에 'T'가 더해지니 '솔직+유쾌 그 자체'...""공...","""공부 못해서 펜싱 시작했어요."" 깜짝 은메달의 주인공 '무명 검사' 박지희(서울특별시청)는 유쾌했다.... 아빠가 내가 공부를 잘하는 줄 알고, 감독님한테 '얘는 서울대 가야한다' 그러셨다. 감독님이 1학기 성적을...",2026-09-24 06:25,https://www.sportschosun.com/sports-news/2026-09-24/202609240100163060010676,https://m.sports.naver.com/general/article/076/0004449290
서울대학교,SIDAE,[시대포커스] 24일 만에 미룬 농지 처분…또 설익은 정책,"임정빈 서울대 농경제사회학부 교수는 ""가짜 농민이나 불법 투기를 잡겠다는 목적에 치중한 나머지 농지 상속인들이 범법자로 몰리고, 농지 거래가 얼어붙으면서 지역 농협의 부실 우려까지 커졌다""며 ""처음부터 충분한...",2026-09-24 06:10,https://www.sidae.com/article/2026092313202023057,https://n.news.naver.com/mnews/article/417/0001159206?sid=101
고려대학교,세계일보,"[법조브리핑] 檢, ‘SM 시세조종’ 의혹 카카오 김범수 2심도 징역 15년...","특검팀이 전날 위촉한 디지털 포렌식 전문수사자문위원은 이상진 고려대 정보보호대학원 교수, 원유집 한국과학기술원 전기및전자공학부 교수, 김기범 성균관대 과학수사학과 교수, 이병영 서울대 전기정보공학부...",2026-09-24 06:04,https://www.segye.com/newsView/20260923515609?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0004161503?sid=102
서울대학교,세계일보,"[법조브리핑] 檢, ‘SM 시세조종’ 의혹 카카오 김범수 2심도 징역 15년...","연합뉴스 ◆檢, ‘SM 시세조종’ 의혹 카카오 김범수 2심도 징역 15년 구형…11월20일 선고 검찰은 23일 서울고... 이병영 서울대 전기정보공학부 교수다. 특검팀은 이들이 디지털 포렌식과 정보보안 분야에서 오랜 기간...",2026-09-24 06:04,https://www.segye.com/newsView/20260923515609?OutUrl=naver,https://n.news.naver.com/mnews/article/022/0004161503?sid=102
고려대학교,점프볼,"[매거진] ‘성공 보장됐다고?’ 프로 직행이라는 달콤한 유혹, 그 명과 ...","주희정 고려대 감독 또한 신중하게 접근할 필요가 있다는 견해를 남겼다. “나도 이른 나이에 프로에서... 1, 2년 이내에 가능성을 못 보여주면 대학 졸업 후 입단한 선배들에게 밀릴 수 있다는 것도 고려해야 한다.”...",2026-09-24 06:03,https://m.sports.naver.com/basketball/article/065/0000301880,https://m.sports.naver.com/basketball/article/065/0000301880
서울대학교,아주경제,[김형준의 Indonesia Story] 귀성 전쟁 '르바란' 명절 보내기…시대는 변...,필자 주요 이력 ▷서울대 인류학과(학사·석사 수료) ▷호주국립대학(박사) ▷강원대 문화인류학과 교수 ▷전 강원대 사회과학원 원장 ▷전 한국동남아학회 회장 ▷인도네시아 팟자드자란 대학 객원교수,2026-09-24 06:02,https://www.ajunews.com/view/20260923182616423,https://www.ajunews.com/view/20260923182616423
연세대학교,국민일보,“식사는 하셨나요?”… 추석 연휴 어르신 곁 지키는 ‘효자 AI’,네이버와 연세대 연구진은 지난해 서비스가 창출한 사회적 가치를 약 340억원으로 추산했다. 통신사들도 AI를 활용한 고령층 안부 확인 서비스를 확대하고 있다. SK텔레콤은 AI 스피커 ‘누구(NUGU)’를 활용한 돌봄...,2026-09-24 06:02,https://www.kmib.co.kr/article/view.asp?arcid=9000017092&cp=nv,https://n.news.naver.com/mnews/article/005/0001874918?sid=101
연세대학교,아주경제,[김상철 칼럼] 파국으로 치닫는 세계…'중견 국가'들의 새로운 생존 연...,김상철 필자 주요 이력 △연세대 경제대학원 국제경제학 석사 △Business School Netherlands 경영학 박사 △KOTRA(1983~2014년) 베이징·도쿄·LA 무역관장 △동서울대 중국비즈니스학과 교수,2026-09-24 06:02,https://www.ajunews.com/view/20260923175718388,https://www.ajunews.com/view/20260923175718388
고려대학교,이투데이,평행선 달리는 대법관 인선…조희대 ‘제청 의무’ 쟁점,차진아 고려대 법학전문대학원 교수는 대법원장 제청에는 구속력이 없어 대통령이 제청된 후보자를 받아들이지 않을 수 있다고 봤다. 다만 임명권 역시 제청권보다 우위에 있는 것은 아니라며 “두 권한은 상호 대등한...,2026-09-24 06:02,https://www.etoday.co.kr/news/view/2629177,https://www.etoday.co.kr/news/view/2629177
서울대학교,전자신문,[추천 도서] 일하는 인간… AI 격변에도 '일의 본질'은 사라지지 않는다,"저자 이서담은 서울대학교 법과대학을 졸업하고 IT·문화콘텐츠 사업가, 정무직 공무원, NGO 활동가 등 다양한 분야에서 일했다. 서로 다른 직업을 거치며 품게 된 '인간은 왜 일하는가'라는 질문이 이 책의 출발점이 됐다.",2026-09-24 06:01,https://www.etnews.com/20260922000411,https://n.news.naver.com/mnews/article/030/0003469805?sid=101
서울대학교,영남일보,[인터뷰] 이인선 “길고 무거웠던 1년…TK 정치 ‘결속선’ 역할 하겠다...,경북대의 '서울대 10개 만들기' 사업 탈락 등 TK패싱은 이어지고 있다. 그렇지만 이런 식으로 갈라치기를... 나 역시 한 주도 빼놓지 않고 대구와 서울을 오가려고 했다. 대구 현안은 경북과 떼어놓고 생각하기 어려운 만큼...,2026-09-24 06:00,https://www.yeongnam.com/web/view.php?key=20260923029559725,https://www.yeongnam.com/web/view.php?key=20260923029559725
고려대학교,중앙일보,“비선출이 선 넘었다”…조희대 겨냥한 與의 ‘선출 만능주의’,차진아 고려대 법학전문대학원 교수는 “사법부를 직접 선출하지 않도록 둔 것 자체가 다수가 원하는 대로만 흘러가는 것을 막기 위한 헌법적 장치”라며 “선출 권력과 임명 권력은 대등하게 나란히 서 있는 것이지...,2026-09-24 06:00,https://www.joongang.co.kr/article/25464603,https://n.news.naver.com/mnews/article/025/0003553631?sid=100
고려대학교,FNTIMES,50대 직장인의 고민(6) 버틸 것인가? 비켜줄 것인가? [홍석환의 커리어...,[필자 홍석환은] 고려대에서 경영학을 공부했고 인사조직 박사과정을 마쳤다. 삼성 비서실과 삼성경제연구소 수석연구원으로 일했고 GS칼텍스 인사기획·조직문화팀장을 거쳐 임원이 되어 KT&G 인재개발원장을 맡았다....,2026-09-24 06:00,https://www.fntimes.com/html/view.php?ud=202609231355325903c1c16452b0_18,https://www.fntimes.com/html/view.php?ud=202609231355325903c1c16452b0_18
고려대학교,뉴스1,"""의사가 환자 손 잡고 옆 진료실로""…20년 인연 잇는 암병원의 비결 [K-...","서울 구로구에 위치한 고려대구로병원 암병원의 진료실 문을 열면 다른 대형 병원과는 조금 다른 풍경이... "" 고려대의 역사가 120년을 넘어선 것처럼 오 원장은 고대구로병원 암병원이 100년, 500년 동안 지속될 올바른 암...",2026-09-24 06:00,https://www.news1.kr/bio/general/6300438,https://n.news.naver.com/mnews/article/421/0009189877?sid=105
연세대학교,SPORTS,"'20년만 득점' 태국 야구, 17점차 패배 속 값진 한 점[AG 야구]",2006년 도하 아시안게임에서 태국은 7회말 유일한 아마추어 선수였던 정민혁(연세대)을 상대로 3루타를 때려내며 1점을 뽑았다. 이후 8회 한국이 추가 득점하며 12-1 콜드게임 승리를 거뒀다. 당시 기록한 1점이 태국의...,2026-09-24 06:00,https://sports.hankooki.com/news/articleView.html?idxno=6940344,https://sports.hankooki.com/news/articleView.html?idxno=6940344
고려대학교,VEGANNEWS,"학술지 논문과 학위논문, 발행 절차와 검색 경로","심사에 통과한 뒤에는 최종 원문과 서지정보를 대학 시스템에 제출하는 절차가 이어질 수 있다. 고려대학교 도서관의 dCollection 안내에는 메타정보 입력, 저작권·이용허락 설정, 원문 파일 제출과 확인 과정이 제시돼...",2026-09-24 05:42,https://www.vegannews.co.kr/news/article.html?no=386982,https://www.vegannews.co.kr/news/article.html?no=386982
고려대학교,스포츠월드,"[AG이슈] 남녀 나란히 3연승…한국 3대3 농구, 조 1위로 동반 8강 직행","대학생들로 구성된 남자 대표팀에서는 이동근(고려대)이 싱가포르를 상대로 7점 3리바운드를 기록했고, 이주영(연세대)이 5점 4리바운드로 힘을 보탰다. 구민교(성균관대), 김승우(연세대)도 함께 출전하고 있다....",2026-09-24 05:29,https://www.sportsworldi.com/newsView/20260924501475,https://m.sports.naver.com/basketball/article/396/0000756180
연세대학교,스포츠월드,"[AG이슈] 남녀 나란히 3연승…한국 3대3 농구, 조 1위로 동반 8강 직행","대학생들로 구성된 남자 대표팀에서는 이동근(고려대)이 싱가포르를 상대로 7점 3리바운드를 기록했고, 이주영(연세대)이 5점 4리바운드로 힘을 보탰다. 구민교(성균관대), 김승우(연세대)도 함께 출전하고 있다....",2026-09-24 05:29,https://www.sportsworldi.com/newsView/20260924501475,https://m.sports.naver.com/basketball/article/396/0000756180
연세대학교,이데일리,추석 이후에도 집값 ‘평탄화’ 지속…강남 쉬고 외곽·경기 뛴다,박합수 건국대 부동산대학원 겸임교수도 “서울 외곽의 상승 흐름이 경기와 인천까지 확산할 것으로 본다”... 고준석 연세대 상남경영원 주임교수는 “추석 이후 갑자기 공급이 늘어날 상황이 아닌 만큼 지금의 흐름이...,2026-09-24 05:13,https://www.edaily.co.kr/News/Read?newsId=01439926645583400&mediaCodeNo=257&utm_source=naver&utm_medium=referral&utm_campaign=news_syndication&utm_content=original_article,https://n.news.naver.com/mnews/article/018/0006375207?sid=101
서울대학교,뉴스1,"송석준 ""외교안보 해방 전후 비견 위기…韓美 신뢰 회복 절실""",△1964년 경기 이천 출생 △서울대 국제경제학과 △제34회 행정고시 합격 △서울지방국토관리청장 △대통령비서실 행정관 △국민의힘 정책위원회 부의장 △제21대 국회 전반기 국토교통위원회 간사 △제22대 국회...,2026-09-24 05:10,https://www.news1.kr/politics/assembly/6300946,https://n.news.naver.com/mnews/article/421/0009189854?sid=102
연세대학교,뉴스1,"집값 오르는데 거래는 줄어든다…전문가 45% ""매매 감소""","고준석 연세대 상남경영원 교수는 ""임대료 상승은 전월세 매물 부족에 따른 당연한 결과""라며 ""전월세 가격... 박합수 건국대 부동산대학원 겸임교수는 ""강남권의 상승세 둔화 속 외곽 중저가 지역의 상승세는 강화될 것...",2026-09-24 05:05,https://www.news1.kr/realestate/general/6300112,https://n.news.naver.com/mnews/article/421/0009189851?sid=101
서울대학교,NEWS2DAY,추석 연휴 문 여는 병원·약국 어디?,"서울 병·의원·약국 6189곳 운영...응급실 74곳은 24시간 진료 120·119 전화하면 연휴 중 이용 가능한 병원·약국... 응급·중증환자는 서울대학교병원 등 권역·지역응급의료센터 31곳과 지역응급의료기관 20곳, 응급실 운영...",2026-09-24 05:02,https://www.news2day.co.kr/article/20260923500125,https://www.news2day.co.kr/article/20260923500125
고려대학교,서울신문,‘대학도시 성북’ 주민 삶 업그레이드 [현장 행정],"행사는 구와 지역 대학 간 협력체계를 공식화하고 청년과 지역이 공존하는 ‘대학도시 성북’ 조성을 위해 위해 마련됐다. 협약식에는 이 구청장을 비롯해 김동원 고려대 총장, 정승렬 국민대 총장, 임세진 동덕여대 총장...",2026-09-24 05:02,https://www.seoul.co.kr/news/publicnews/seoul_local/place_seoul/2026/09/24/20260924019001?wlog_tag3=naver,https://n.news.naver.com/mnews/article/081/0003683249?sid=102
서울대학교,주간조선,[전국의 박물관: 서울] 구치감에서 옛 골목까지… 서울 100년이 한 건물...,"지금의 서울과학기술대학교 터에는 1941년 경성제국대학 이공학부가 들어섰는데, 광복 뒤에는 1980년까지 서울대학교 공과대학이 그 건물을 썼다. 현재 육군사관학교가 쓰는 땅에는 일제 때 육군 지원병훈련소가 있었다....",2026-09-24 05:00,http://weekly.chosun.com/news/articleView.html?idxno=55418,https://n.news.naver.com/mnews/article/053/0000061744?sid=103
고려대학교,NONGMIN,뇌졸중·심정지 부르는 ‘부정맥’…부모님 만나면 ‘맥박’ 체크해보...,심재민 고려대 안암병원 순환기내과 교수는 “부정맥은 종류가 매우 다양하기 때문에 증상만으로 판단해서는 안된다”며 “두근거림이나 어지럼증이 반복되거나 실신이 동반된다면 심전도 검사 등을 통해 정확한 원인을...,2026-09-24 05:00,https://www.nongmin.com/article/20260923500305,https://n.news.naver.com/mnews/article/662/0000105045?sid=102
연세대학교,글로벌이코노믹,"두산로보틱스, 상반기 영업손실 265억에 권영민 신임 대표 선임","연세대 공학과 일리노이대 회계학 석사 출신으로, 전임 대표의 사임에 따라 구원투수로 등판했다. 상반기 실적과 적자 확대 배경 두산로보틱스의 2026년 상반기 연결 기준 매출은 329억 7000만 원으로 전년 동기 대비 236...",2026-09-24 04:34,https://www.g-enews.com/view.php?ud=2026092404281816692bd56fbc3c_1,https://www.g-enews.com/view.php?ud=2026092404281816692bd56fbc3c_1
고려대학교,OSEN,"배움에는 끝이 없고, 나눔에는 대가가 없다…강봉규 전 코치가 보여주는...",2024년을 마지막으로 삼성을 떠난 그는 현재 경희대학교 테크노경영대학원 스포츠경영학과 석사 과정을 밟고... 경남고와 고려대를 거쳐 2000년 프로 무대에 뛰어들어 두산 베어스와 삼성에서 뛰었다. 특히 2009년 삼성...,2026-09-24 03:31,http://www.osen.co.kr/article/G1112880962,https://m.sports.naver.com/kbaseball/article/109/0005611831
고려대학교,MHNS,"[박근종 칼럼] 세전 소득 평등도 1위의 역설, 재분배 꼴찌가 던지는 한...","강성진 고려대 경제학과 교수가 예리하게 지적했듯, 한국은 시장소득 자체의 형평성은 뛰어나지만, 정부의 사회 안전망과 연금제도가 대상층에 부합하지 않는 것이 근본적인 문제다. 보편적 복지가 지나치게 일찍...",2026-09-24 02:34,https://www.mhns.co.kr/news/articleView.html?idxno=761666,https://www.mhns.co.kr/news/articleView.html?idxno=761666
서울대학교,국민일보,"오랜만에 쉼표, 마음엔 느낌표 새겨볼까","그는 서울대 국어교육과 교수를, 교토대 교수를 지냈다. 서울대에서는 한국어로, 교토대에서는 일본어로 강의했다. 이 책에는 번역자가 없다. 저자가 처음부터 끝까지 한국어로 썼기 때문이다. 인류에게 국경이라는 개념이...",2026-09-24 02:06,https://www.kmib.co.kr/article/view.asp?arcid=9000017069&cp=nv,https://n.news.naver.com/mnews/article/005/0001874896?sid=103
서울대학교,동아일보,[부고]권영웅 별세 外,"장인상=23일 경기 구리시 원진녹색병원, 발인 25일 낮 12시 031-552-5119 ◇최옥선 씨 별세·신영기 서울대 시흥캠퍼스 본부장(에이비온 대표이사) 모친상=22일 삼성서울병원, 발인 24일 오전 11시 15분 02-3410-3151",2026-09-24 01:43,https://www.donga.com/news/People/article/all/20260923/134729851/2,https://n.news.naver.com/mnews/article/020/0003750557?sid=102
서울대학교,동아일보,"씨티은행장 김경호 부행장 추천, 기업금융 전문가… 주총서 선임","김 부행장은 서울대 국제경제학과를 졸업하고 미국 매사추세츠공대(MIT)에서 경영학 석사 학위를 받았다. 삼성물산, 맥킨지를 거쳐 2001년 씨티은행 서울지점에 입사했다. 이후 대기업금융부장, 금융기관본부장을 거쳐...",2026-09-24 01:42,https://www.donga.com/news/Economy/article/all/20260923/134729943/2,https://n.news.naver.com/mnews/article/020/0003750517?sid=101
고려대학교,YTN,가위바위보 이기는 로봇손...'인공 뇌' 반도체 개발,[박관영 / 고려대 KU-KIST융합대학원 연구원 : 하부에는 나노 다공성 층을 만들어 장기 기억하는 특성을 만들게 되었고 상부층의 치밀한 박막을 사용해 휘발성으로 신호를 내는 뉴런의 특성을 구현하게 되었습니다.]...,2026-09-24 00:59,https://www.ytn.co.kr/_ln/0105_202609240059120342,https://n.news.naver.com/mnews/article/052/0002410752?sid=105
고려대학교,조선일보,“세종 때 장애인이 정승도… 옛날이 더 차별 없어”,정창권 교수 ‘한국 장애사’ 출간 “고려시대엔 장애인 도우미 있어… 근대 이후 서구화 영향으로 배척... (성균관대학교출판부)를 쓴 정창권(59·사진) 고려대 문화창의학부 교수의 말은 전혀 다르다. “본래 한반도에는...,2026-09-24 00:43,https://www.chosun.com/culture-life/relion-academia/2026/09/24/N5IGYK5ERRFIBJCHFDRCMZJ3K4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0004000197?sid=103
고려대학교,조선일보,[플라자] 고려대학교 통일융합연구원과 보다나은미래를위한 반기문재단...,▲ 고려대학교 통일융합연구원과 보다나은미래를위한 반기문재단은 29일 고려대 백주년기념삼성관에서 ‘질서 이후의 질서: 국제안보의 재편과 한반도 평화’ 공동 심포지엄을 연다고 23일 밝혔다.,2026-09-24 00:42,https://www.chosun.com/national/people/2026/09/24/6Q7JG3EJWJDGHL2ABY3R57QAQE/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news,https://n.news.naver.com/mnews/article/023/0004000191?sid=102
연세대학교,국민일보,[여의도포럼] 국정감사로 멈춰버린 대한민국 시계,지금처럼 국가 시스템을 마비시키고 기업 경영을 위축시키는 국감은 민의의 대변이 아닌 권력의 갑질일 뿐이다. 국회가 바로 서야 한다. 그래야 행정부가 바로 서고 국민의 삶이 편안해진다. 박희준 연세대 산업공학과 교수,2026-09-24 00:38,https://www.kmib.co.kr/article/view.asp?arcid=9000017046&cp=nv,https://n.news.naver.com/mnews/article/005/0001874880?sid=110
서울대학교,NEWS2DAY,"[미네르바의 눈] 물류단상(物流斷想): 물류업, 물동량은 늘어도 돈은 안...",[정리=최봉 산업경제 전문기자] ◀ 김승한(Seunghan Kim) ▶ 서울대 산업공학 박사 / (주)JNDK 본부장 / 경기대 SW경영대학 겸직교수 / (전) 전국화물자동차운송사업연합회 단장 / (전) (주)화물맨 부사장 / (전) (주)포테닛 사장...,2026-09-24 00:32,https://www.news2day.co.kr/article/20260923500255,https://www.news2day.co.kr/article/20260923500255
서울대학교,중앙일보,[중앙시평] 여의도의 깨진 유리창,보면서 무엇이 보상받고 무엇이 허용되는지를 깨우친다. 반칙이 스펙이 되고 성공의 문법으로 고착되는 사회는 생각만 해도 끔찍하다. 여의도의 깨진 유리창을 언제까지 방치할 것인가. 김은미 서울대 언론정보학과 교수,2026-09-24 00:22,https://www.joongang.co.kr/article/25464584,https://n.news.naver.com/mnews/article/025/0003553620?sid=110
서울대학교,중앙일보,[김형구의 이슈진단] “호르무즈 파병 불가피하겠지만 영·프와 보조 맞...,차태서 서울대 정치외교학부 교수를 지난 17일 만나 한·미 동맹의 현주소를 진단하고 미래를 조망했다. 이후... 생각한다.” ◆이상현=서울대 외교학과를 졸업하고 미국 일리노이대에서 정치학 박사 학위를 받았다....,2026-09-24 00:16,https://www.joongang.co.kr/article/25464580,https://n.news.naver.com/mnews/article/025/0003553616?sid=110
서울대학교,중앙일보,"[이수화의 마켓 나우] 자율주행, 지방소멸 되돌릴 첫 단추",밤 9시면 닫히는 읍내에 다시 길을 여는 일이다. 자율주행이 바꿔야 할 것은 운전 방식이 아니라 이동의 자유다. 이수화 서울대 빅데이터혁신융합대학연구교수·법무법인 디엘지AI센터장,2026-09-24 00:06,https://www.joongang.co.kr/article/25464575,https://n.news.naver.com/mnews/article/025/0003553611?sid=110
서울대학교,중앙일보,금융 회장 부른 금감원장…‘이너서클 인사’ 경고,이 원장은 23일 오전 7시30분 서울 여의도 금감원 본원에 은행연합회장과 8대 은행지주(KB·신한·하나·우리... 기업 지배구조 전문가인 김우진 서울대 경영전문대학원 교수는 “자회사 지분 전량을 보유하기도 하는...,2026-09-24 00:01,https://www.joongang.co.kr/article/25464547,https://n.news.naver.com/mnews/article/025/0003553586?sid=101
서울대학교,KDPRESS,"플루티스트 문록선, 생상스와 국악의 경계 넘는 무대 펼친다","한편, 문록선은 서울대학교 음악대학과 대학원을 졸업하고 오스트리아 빈 국립음악원과 미국 오벌린대학 등에서 수학했다. 서울시립교향악단과 코리안심포니오케스트라 등에서 활동했으며 현재 세종대학교 미래교육원...",2026-09-23 23:48,https://www.kdpress.co.kr/news/articleView.html?idxno=208892,https://www.kdpress.co.kr/news/articleView.html?idxno=208892
